name,population,total_area,city_gdp_per_population,percentage_urban_area_as_open_public_spaces,percentage_urban_area_as_open_public_spaces_and_streets,percentage_urban_area_as_streets,share_of_population_within_400m_of_open_space,closed_forest,cultivated,herbaceous_vegetation,herbaceous_wetland,open_forest,permanent_water,shrubs,urban,city_mean_elevation,city_elevation_delta,region_100km_mean_elevation,region_100km_elevation_delta,region_50km_mean_elevation,region_50km_elevation_delta,region_20km_mean_elevation,region_20km_elevation_delta,region_100km_urban,region_100km_cultivated,region_50km_urban,region_50km_cultivated,region_20km_urban,region_20km_cultivated,mean_population_exposure_to_pm2_5_2019,city_average_pop_density,city_delta_pop_density,city_max_pop_density,region_100km_average_pop_density,region_50km_average_pop_density,region_20km_average_pop_density,city_includes_estuary,region_100km_includes_estuary,region_50km_includes_estuary,region_20km_includes_estuary,pop1950,pop1955,pop1960,pop1965,pop1970,pop1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015,pop2020,biome_name,realm,number_of_biomes,happiness_future_life,happiness_positive_effect,happiness_negative_effect,temperature_annual_average,temperature_monthly_min,temperature_monthly_max,rainfall_annual_average,rainfall_monthly_min,rainfall_monthly_max,merlin_pool_size,birdlife_pool_size,either_pool_size,both_pool_size,city_ndvi,city_ssm,city_susm,region_20km_ndvi,region_20km_ssm,region_20km_susm,region_50km_ndvi,region_50km_ssm,region_50km_susm,region_100km_ndvi,region_100km_ssm,region_100km_susm,city_percentage_protected,region_20km_percentage_protected,region_50km_percentage_protected,region_100km_percentage_protected,city_centre_latitude
Accra,4424295,85209.0766863909,,,,,,0.00143100694867537,0.0383834797520611,0.0587572490153582,0.0144846812621006,0.0140421707222855,0.0190832158604073,0.017808900124566,0.822085474078703,32.8210152119612,121,0.0,701,0.0,381,39.1489899183051,244,0.019275610136779,0.0970097103547072,0.0300463916052763,0.119035760237681,0.0541251052346672,0.187313703975515,60.5,332.828029408682,1142.63500976563,1142.63500976563,12.0658733251316,15.2965540204606,16.5423212086268,true,true,true,true,180,260,390,500,630,740,860,1010,1200,1420,1670,1980,2120,2330,2690,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,2,8.297,0.761,0.292,26.6818148598851,21.5264458998585,32.1519501604727,876.130992093976,15.5961977968757,208.109113768471,230,429,461,198,2732.74782361069,22.7876083064349,57.3747734782974,4702.10983414376,17.0619975266131,62.1040218294744,5274.25090732444,15.3401347647334,64.0454126709426,5292.18678552585,14.7771979063129,65.3370794409299,0.0089075017535218,0.00649019724383614,0.0182021695112989,0.0583131346325892,5.55
Addis Ababa,3835602,39212.25986541,,2.53,24.3,21.77,41.77,0.00859518361349299,0.157676970140833,0.0832978047833693,3.10509792836432e-05,0.0514973191032244,0.0,0.00894170864875872,0.689811034836669,2427.43696352894,412,2222.90157158148,2286,2319.83125694896,1371,2393.00827073937,1097,0.00575324850640066,0.748854651158225,0.00828334483657485,0.879430808101385,0.0200774490781472,0.862908094044694,32.7,610.915568776304,4300.25146484375,4300.25146484375,12.8051141799334,11.0689593815118,12.1050697807563,false,false,false,false,390,450,520,600,730,930,1180,1480,1790,2160,2490,2900,3100,3450,4180,Montane Grasslands & Shrublands,Afrotropic,1,,,,16.4159104839362,6.73754579000108,25.7051508465224,1105.81000695734,7.97560465670581,259.781376882982,318,460,504,274,3149.91109841268,12.7091835874215,95.602791122727,4227.46655257021,13.1693155792267,102.279202513789,4189.05412633067,12.7630888443758,98.3584379478782,4230.55593328328,12.2929023296832,90.3945634610433,0.0,0.0,0.0,0.0251311248392145,9.02
Agra,2421647,20953.2266960227,,,,,,0.000697188523709214,0.372496770181028,0.0227285528415237,0.00893291275342012,0.0190408158347539,0.0,0.00199798619548983,0.56977052060439,182.728398916998,15,199.982146414408,153,183.618869460865,122,176.824043464106,46,0.0243594698455888,0.887564287172725,0.0303967331173726,0.925612894560833,0.0290683275731855,0.948863326735794,138.3,717.993097488375,2276.79052734375,2276.79052734375,45.9327803979607,52.5695243683981,49.0044655298011,false,false,false,false,370,430,500,560,620,680,740,830,930,1100,1290,1510,1590,1700,1900,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,25.6120431420439,7.26158866237697,41.5931337270754,745.708630352936,3.80895602694658,272.089984165786,250,329,353,226,3175.56221892035,7.18023329135509,31.1280655535314,4150.81950029362,7.38549427042443,31.0973518661677,4132.23877099588,7.37724840851732,30.5023427310272,4173.50171625323,7.47598816885775,32.1453456937384,0.0,0.0,0.00330356806685473,0.000974834023518523,27.18
Ahmedabad,6671671,36219.3137298896,,1.13,12.8,11.67,29.38,0.000956490784890573,0.227567226298401,0.0119011972007709,0.0105909283321719,0.010129287729536,0.00125976835083149,0.00132975548143324,0.729569910327731,61.0,0,81.033923930245,442,65.1269334370383,137,61.322837685327,69,0.0331870130278529,0.874212600007904,0.0401231038761333,0.931576990273617,0.0712144891221689,0.903666803519813,88.5,1148.53931111764,3344.91796875,3344.91796875,29.3637820268623,26.5289667899968,29.9666855894076,false,true,false,false,860,1010,1180,1410,1700,2050,2480,2860,3260,3790,4430,5120,5380,5730,6320,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,2,,,,27.3103849798353,11.7614774719011,40.791109941785,753.328686439702,0.22078310712811,273.593279719818,291,325,370,246,2554.05286714942,7.29797582317176,42.9458674815296,4315.45166632837,7.28732108219858,41.341075595764,4297.92404009924,7.28508366135704,40.9332150044981,4012.54129422445,7.64142996527878,45.0798123614856,0.0,0.0,0.0,0.0,23.03
Amman,3680236,55076.4737051156,,1.31,19.27,17.96,33.88,1.14009846974245e-05,0.129853227915296,0.16456886844051,0.0,0.0036034780467649,5.21480017550359e-05,0.0163091852979036,0.63437773169894,793.067331663459,343,557.753984338087,1650,545.886100497221,1168,689.909738106359,858,0.0526935100226282,0.261580710744865,0.0288970243615285,0.249320114832554,0.0399367363469067,0.250622413457501,29.2,416.526471293701,1490.52282714844,1490.52282714844,19.1837096238994,12.7571954048681,17.0705214345715,false,true,false,false,90,140,220,300,390,500,640,740,850,970,1010,1040,1060,1110,1180,"Mediterranean Forests, Woodlands & Scrub",Palearctic,2,,,,16.58585134016,2.94972924523857,31.4773053898928,324.488191240315,0.0,74.1077794144184,141,192,229,104,1678.8617565403,3.84892466852215,18.8393293043851,1956.91442305962,4.09474468282808,18.4878861079974,1795.83661060136,4.9960186858564,23.4061693457035,2012.9930075326,5.27087978911901,26.0642887860927,0.0,0.00970429120957463,0.0428267964747725,0.0459343992721892,31.94
Ankara,2995915,37815.5300065411,,5.12,26.19,21.07,76.78,0.00577040041117515,0.0554232783241243,0.169978096884819,8.91374034833753e-05,0.0242366180952942,0.00127139366087133,0.00488851166620729,0.736983005339914,1027.14338950207,587,1051.62711721903,1416,1069.43673436843,1017,1115.56761252836,814,0.0156299146678989,0.431276129009267,0.0341477591858798,0.426668727084332,0.0890986774162554,0.454822050344763,22.6,494.366300350847,3112.2197265625,3112.2197265625,4.55117213702317,11.7081279887143,40.7557132425828,false,false,false,false,280,440,640,950,1340,1710,1890,2210,2560,2840,3180,3570,3720,3910,4180,Temperate Broadleaf & Mixed Forests,Palearctic,1,6.43,0.437,0.314,10.9431875078719,-4.47707585866011,29.3861401911083,404.51070808903,10.8503518205551,54.2896617040492,251,206,281,176,2348.26691606058,9.27142249319401,36.9511899361404,2818.55452088276,9.85383147617121,39.9184168752603,2926.55308282469,10.3743094495918,43.1875964918284,3053.59497708607,11.1035643920001,46.1175764468267,0.0,0.0,0.0,0.0,39.92
Antananarivo,2148091,25742.0302101363,,,,,,6.93920602421047e-05,0.347319235043698,0.0730618117260063,0.0140984256982474,0.00253281019883682,0.00988415063574011,0.00145560051072556,0.551092829704809,1380.37129977253,182,1254.73242942463,1646,1356.29299877255,1021,1400.36201237786,335,0.00925292286880606,0.170448873827801,0.0198550064447944,0.210095033293321,0.0493277441058053,0.334018001428945,19,523.280743771176,21291.06640625,21291.06640625,6.28602367163527,10.6722462554149,24.1093426362126,false,false,false,false,180,190,250,300,360,450,580,740,950,1170,1360,1590,1700,1880,2230,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,1,6.83,0.796,0.28,18.5446248164241,9.52352674473831,26.4933112881709,1341.08188939963,8.94389541643054,303.032025640873,130,96,140,86,3618.16543818315,9.89044966309175,60.1655571461322,4299.16723480678,10.7228888191626,65.3762733504616,4709.3405587805,12.3437254811408,75.5144974401204,5105.22515497449,14.2214922681631,87.2958471531273,0.0,0.0,0.0,0.0287140610346312,-18.9
Athens,3314764,43702.2978121864,0.039980222,,,,,0.0197848013844006,0.0152263276324054,0.0329042583175159,0.000453712258688047,0.0332712870699179,0.00241006836431782,0.0306568257812205,0.788981319787798,231.415633438622,411,0.0,1358,26.5394044347995,749,103.597875837562,749,0.0181739993320337,0.0653523959190242,0.0424254169728405,0.101493415450356,0.102000439432786,0.0996402187460161,16.8,506.133179278014,1348.3828125,1348.3828125,4.57122816503516,7.67772833324524,14.670637445799,false,true,true,true,1350,1560,1810,2120,2480,2740,2990,3050,3070,3120,3180,3230,3240,3260,3280,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,5.495,0.658,0.3,17.5273088460559,5.88825387174493,32.4687386147984,429.902858142478,5.28918002341895,74.151188949879,217,177,246,148,2774.77759039613,15.6798362272059,43.9185041675925,4568.48991359766,17.7926290309464,48.576292716399,4763.07256314593,18.2170564806794,50.2301574231209,5002.47146122485,18.3918631280216,52.1805222895231,0.0601556739137298,0.13372350045227,0.088621188027922,0.0874470240910381,37.94
Bangkok,14765469,259318.576234489,,,,,,0.00493965039962415,0.129496066186949,0.00565673820782334,0.0161341198449582,0.0633502954443047,0.0161097377207929,0.00167449539713747,0.756648352650176,1.4073148726623,30,76.7457457456269,1067,17.141974750874,274,6.02428121015969,30,0.0906775063788422,0.472234235572985,0.142077924286601,0.47067250581115,0.155564508120849,0.430832512747336,30.2,357.041224118684,2383.37915039063,2383.37915039063,14.9568609626093,24.0929693536151,28.0901689906723,true,true,true,true,1360,1710,2150,2580,3110,3840,4720,5280,5890,6110,6330,6580,6700,6920,7330,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,2,7.354,0.821,0.218,28.0250565175948,20.1269989444454,34.9239345086181,1422.08247569804,7.12485667827494,310.398407515839,314,309,391,232,3904.24419963701,14.0997837428369,67.7191656871651,4953.91051699584,15.8926064502466,67.7255289466149,5064.68368591538,13.7683390861392,64.6325486389555,5549.6613211059,13.2582009446705,67.7851935608767,0.0,0.00400820502475658,0.0145332652390903,0.0583347485513152,13.75
Barcelona,3831296,58169.5522455748,0.055780864,,,,,0.0671300769271011,0.043411202405155,0.016626462813931,0.00246862844533713,0.0893798249537255,0.00494802982977698,0.0649847122544185,0.64793653234437,72.674894423354,500,0.0,2295,0.0,1024,156.704954337771,975,0.0233914195636341,0.0882797186364753,0.0411082146235424,0.0666275418867981,0.0715241731605363,0.032994621161248,11.3,441.066658714813,1738.37927246094,1738.37927246094,8.93392839294353,14.7625091257352,24.4118174090888,true,true,false,false,1810,2100,2470,2930,3480,3680,3840,3970,4100,4320,4560,4820,4920,5060,5170,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,7.088,0.69,0.362,16.1168516542712,6.03950692986919,27.8034397359958,615.679572498389,27.6563329974257,86.3103828171707,279,205,294,190,3415.99875481287,16.9161533626447,46.6334734084442,5809.72977101322,17.2231240752975,52.1667051174114,5811.91275937528,16.2515541202532,57.1157270640665,5759.26317067636,15.730379572344,58.1599405646368,0.0915838604769044,0.293839507063077,0.178279603718966,0.209639418956782,41.38
Beijing,17992304,212624.293210342,,,,,,0.00120043663230153,0.166085551383782,0.0261364263971194,0.00760726038164741,0.0248102260230386,0.00328111114275092,0.029375955677439,0.741477881779851,60.044933805838,168,437.131537523094,1524,290.805220153717,1524,136.185810941184,914,0.131881418634089,0.392464831843075,0.17438869082546,0.411412679769237,0.250571750959845,0.388359465117069,68.2,527.681194827583,7150.3251953125,7150.3251953125,33.665645621147,33.9268074939592,45.0716097087053,false,false,false,false,4330,4630,4940,5280,5650,6030,6450,6890,7360,8490,9780,10720,11110,11740,12840,Temperate Broadleaf & Mixed Forests,Palearctic,1,6.349,0.841,0.164,12.0639455415891,-9.43009533081005,31.0827154995961,613.812587402813,3.07432137889014,218.584884052972,341,243,388,196,3061.58920694357,7.95617717872197,31.292282433176,4207.76692891301,9.06646834566431,34.3098430785387,4324.60469044869,9.43574995031291,35.6514131834258,4255.04862615516,9.60640994549038,36.1948827988229,0.0,0.0,0.0,0.0,39.9
Beirut,2463343,26540.5212463818,,,,,,0.0732582745912013,0.0100302044371391,0.0298409319622893,5.17842570375567e-05,0.0598286875239439,0.0111753472819814,0.0278011399238041,0.610203042010334,0.0,1303,0.0,2664,0.0,2664,53.1285800620257,1940,0.0417651382250152,0.149315223351239,0.050756681685619,0.0734280692059018,0.0761523596121764,0.0143745509916563,30.5,680.069375666611,5025.21826171875,5025.21826171875,25.711964891927,25.2154843322583,26.2288801550691,true,true,true,true,320,420,560,730,920,1500,1620,1580,1290,1270,1490,1780,1850,1940,2050,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,4.76,0.546,0.317,19.736978810061,9.22637136937099,31.3094159833196,892.490756957667,0.648345690329238,205.17269808199,194,174,252,116,2947.38629764092,10.4300718152177,51.5399057259004,4335.02580909478,10.5065342986986,54.7859795201493,3519.15153070217,10.0059695260349,53.0837807253387,3107.40350595,8.49135693436975,43.0518527136051,0.0,0.0207488268702123,0.015876907419734,0.0128125271220694,33.88
Belo Horizonte,4040689,59266.8421944635,,5.3,21.85,16.55,41.55,0.0327045460381789,0.0186969331226027,0.0984742069004156,0.00162506916057159,0.0617651762223034,0.00268996687296166,0.0124104414370458,0.771514599008757,935.953445713731,259,875.789580159865,961,962.282870829944,632,950.585087356672,457,0.0171467746714412,0.0427474173022311,0.0324513512013503,0.0531521513035956,0.0690229465248708,0.0581007634797557,12.9,425.346445856252,2904.26684570313,2904.26684570313,4.83170959380725,8.58915137679864,18.2990338654366,false,false,false,false,410,570,780,1080,1480,1910,2440,2950,3550,4090,4660,5300,5580,5940,6360,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,2,,,,20.845458998828,10.3562113181263,28.8273316956702,1405.18987163156,10.4808189184222,305.360068585674,312,490,517,285,3529.9231288232,15.230633952901,108.078917614842,6309.99735639696,14.796968572213,99.0629650604891,6374.65401498191,14.6240769655866,92.6826288409481,6370.42397451536,14.2505612195974,87.3888555122722,0.0624283865368309,0.304145531545347,0.212675218305812,0.133526041274154,-19.85
Bengaluru,10642640,64455.2724739798,,1.58,20.12,18.54,34.59,0.00351498579026838,0.215625293028347,0.00786697724765817,0.00415430988758834,0.0460855101311228,0.00180017021362923,0.0490705018351247,0.671054525129967,776.496833423209,122,725.271326252273,640,779.112715664518,305,776.932260750777,168,0.0232623107582124,0.592434839858041,0.0392469880855363,0.611318833015672,0.0772787358517459,0.635880720097097,40.3,1030.91676994049,3828.28735351563,3828.28735351563,21.0173150560604,27.6633600065976,34.558746985712,false,false,false,false,750,940,1170,1380,1620,2110,2810,3400,4040,4740,5570,6460,6790,7230,7970,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,2,,,,23.8719427044617,14.6306222073592,34.1048482528115,788.808507703582,1.19588197411997,163.564893544282,331,294,375,250,3370.67744405308,9.46047104772092,62.0579102262694,4397.95065147586,9.84327262309718,61.3759545975178,4490.42688763194,10.1199947861955,63.6241567202359,4518.16447140209,10.0632380657744,63.4436625598857,0.0,0.0,0.0,0.0,12.97
Berlin,3271465,68447.1113455539,0.070762793,8.06,30.26,22.2,68.19,0.0820460363711363,0.0534777345030616,0.0105895730179769,0.0080176371242548,0.134204307504963,0.0126690425436765,0.0,0.698995668934931,45.3611976995529,43,62.6016303744468,143,50.9346552725267,116,50.4894853876431,85,0.042249071824256,0.452619544893542,0.0564992140358091,0.392295948195101,0.112760462547706,0.3442014993127,15.7,298.39610449884,482.787170410156,482.787170410156,4.68949077987838,7.37438086751524,18.0947728989568,false,false,false,false,3350,3300,3260,3230,3210,3130,3060,3060,3420,3470,3380,3390,3410,3420,3430,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,9.03416672961768,-3.37561356120289,23.7990565361191,565.544036358006,33.0025619265932,68.8718095483787,185,186,214,157,4608.26747407808,14.7549424184643,32.1825044530486,5964.13531515534,14.8204466811813,28.4660702777472,6099.39430250426,14.8711940302864,26.6823761776183,6023.81956285693,15.1285226070949,31.6105475175568,0.111028332358464,0.803764328955255,0.893144192749232,0.788303763871438,52.51
Birmingham,2426845,66650.6755452162,,,,,,0.0152188413615634,0.0435274192130498,0.0434157009476419,0.00121981212327565,0.144237695590949,0.00149704215129284,2.63096732471218e-06,0.750847590041541,129.406820103707,93,132.56368625065,559,116.367983195663,339,103.930325146457,125,0.0780548449382355,0.483162841270344,0.0967818989545976,0.575371843585525,0.134237916527048,0.549288463438866,10.2,226.56732832514,1511.85668945313,1511.85668945313,21.5704944110364,21.7414220979865,29.3121957551181,false,true,false,false,2230,2280,2340,2360,2370,2360,2360,2330,2300,2290,2280,2280,2280,2290,2300,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,9.10009341290219,0.252604976612116,20.1657055243022,710.37382785922,48.4890226709488,69.8150877218432,201,148,214,135,5054.59151914475,18.9960145512698,56.2247583026756,6316.8806628743,18.5815105281117,57.7148767858223,6486.49966005647,18.4511799508687,65.0739034979142,6437.24512196663,18.5812354427257,67.1439193281539,0.0743685444287438,0.0711556691687686,0.1748268126027,0.277859683649288,52.49
Bogota,8608349,53679.5391698351,,6.31,29.32,23.01,87.5,0.0114497496444309,0.065634553782189,0.219106974266881,0.0041905133728242,0.0222153323625582,0.000443126424910308,0.0156309226073182,0.661144191528509,2615.69040730786,1036,1710.10684881786,3292,2402.56428502789,2911,2676.92990979072,1067,0.00676882242827398,0.0615698859009778,0.0102509073150995,0.0746215314453115,0.0248379809591495,0.202546464905479,30,999.36662801322,2535.64770507813,2535.64770507813,5.12929344573044,7.31052735856558,14.2761501145965,false,false,false,false,630,890,1270,1780,2380,3040,3520,4090,4740,5490,6360,7350,7770,8320,8920,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,2,8.155,0.831,0.303,13.3393744402595,6.91836177051942,19.3228521599255,808.760025607229,29.0903229546264,117.427627859466,555,453,629,379,2940.70396484441,21.4821150532644,72.3958150999617,4987.41313438622,21.5620310112485,78.4264249330274,5169.46813757579,21.4608433158723,86.4772138393734,5687.96681939257,21.0138761925049,99.6127462023738,0.0393348106645157,0.105202423143679,0.171863647538852,0.155761125957912,4.63
Boston,2071403,95286.7084388082,0.193537424,,,,,0.103501448497174,0.00688769288857941,0.00969980306603683,0.0184174678314982,0.1981620616911,0.035050396643632,9.14033819878613e-05,0.523510114792343,10.401622426608,59,44.7606354800135,490,21.7417256448515,231,21.9559420769933,77,0.037100353125486,0.0103783587769721,0.069496589289481,0.0104817001709324,0.0988954758169514,0.00844181958426591,5.8,150.832445683175,2818.80834960938,2818.80834960938,13.2418534613719,22.6582006156089,28.4852359598197,true,true,true,true,2550,2680,2820,3000,3190,3230,3280,3350,3430,3730,4050,4360,4470,4600,4770,Temperate Broadleaf & Mixed Forests,Nearctic,1,7.861,0.828,0.261,9.57931870103556,-8.11468676320757,28.0214250980193,1135.6248402618,81.7381599837763,115.135398994838,328,242,331,239,4231.28742111047,17.8789893669294,10.3096039419871,5908.23017939598,18.7537750270422,9.17714865583132,5961.27584311012,18.2943413906658,8.79890571099121,6053.59172114024,19.3529844955864,11.0237275097643,0.00167362806856041,0.0517477578882303,0.0328574902309075,0.0364786546663598,42.37
Buenos Aires,13946188,198655.021179434,,1.83,23.45,21.61,49.55,0.00385743109357879,0.0195478287316804,0.130104418737747,0.0130799458572766,0.018707115798902,0.0033454957306305,0.0105997174011221,0.782994886658318,12.0417794984398,30,19.96830709237,76,16.6717750224934,30,15.8630377877192,30,0.0128893217017104,0.272240514686093,0.0289489045207097,0.143744689892703,0.0512233387864648,0.0991323639982129,11.3,442.06444241306,1883.91357421875,1883.91357421875,4.04135109527436,10.3868165472839,18.9445530888708,true,true,true,true,5100,5800,6600,7320,8100,8740,9420,9960,10510,11150,11850,12550,12800,13090,13430,"Temperate Grasslands, Savannas & Shrublands",Neotropic,1,7.47,0.84,0.312,16.4266311578025,5.5300844179111,29.8508315622693,1020.88807642772,58.928906264373,118.881035261391,280,294,339,235,3753.03595875718,15.6860671093286,85.6151786996952,6032.98765795683,14.897167800274,89.8184640914046,6123.68960498898,15.7221904638825,96.2891105303672,5978.71311028214,15.4883447927464,102.529441056708,0.0,0.0217275631113738,0.0317969213374666,0.0420914516714882,-34.62
Cairo,20062493,165429.774048309,,,,,,0.00062771071595408,0.342631378768696,0.0047096550071152,0.0077569235691255,0.0169590840107374,0.0157306955571141,0.0138283781435359,0.50732476793003,102.813900967848,299,129.955027763336,610,150.985963692505,610,135.940758234932,570,0.0471483310204309,0.349050864706856,0.06982006960204,0.357427292404792,0.10911395715484,0.319581028460771,81.3,755.949325318306,6633.73828125,6633.73828125,40.0744272695337,49.8304920112839,59.4220532788075,false,true,false,false,2490,3030,3680,4740,5580,6450,7350,8330,9060,9710,10530,11490,11890,12500,13460,Flooded Grasslands & Savannas,Palearctic,2,5.641,0.557,0.382,21.3696524351454,7.26005594613866,34.9890943999191,20.1368455603589,0.0,5.00076957051064,149,250,274,125,3083.71365835514,2.60810290121156,13.1065656051671,2626.79760281125,2.59803785667535,12.2455181898837,2711.64258588387,2.86428247315646,13.7543978416744,2669.4309247588,3.63114424578149,15.3461013987602,0.000610933958219353,0.0111503100490221,0.0213158903130891,0.0446066305437416,30.07
Cali,2324003,17161.4547482093,,4.41,30.61,26.2,67.81,0.0244525914717601,0.105801232170364,0.105976600984382,0.00866349200652136,0.0255154809546515,5.7926227428364e-05,0.0164001643741889,0.713132511810704,1021.04612112721,305,1580.4532740931,3657,1686.07780490687,3048,1256.22695926692,1144,0.00503916176673546,0.0734609461597464,0.0113710680479346,0.206929409628853,0.0274919720242802,0.446879974792388,12,845.289922583711,1681.86669921875,1681.86669921875,4.59430918851479,7.82644001881387,15.6218308469052,false,true,false,false,230,330,470,660,850,1050,1190,1360,1550,1760,1950,2160,2250,2380,2540,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,2,,,,23.7744422446931,17.7904999202125,30.2749967732175,1221.77109444945,44.4783375344103,168.619782827872,721,382,777,326,3979.01601420601,24.2579044106366,84.003499061439,5691.65083789955,24.7391050948643,100.61474995774,5381.18439957739,24.9404357486717,110.558553897028,5298.13316215414,24.0665501888573,111.470069228733,0.0243107504147215,0.220823222726639,0.304619129887856,0.220361332976225,3.45
Cape Town,3511855,69544.4582754607,,,,,,0.000912731226244104,0.0208227844597365,0.149390013622444,0.00367008854414297,0.0236714691004514,0.00479989153767376,0.10630310675111,0.664403795763302,100.887874841834,305,0.0,1219,115.032944177708,1219,105.078792884477,914,0.00773585837832166,0.140347579722808,0.0160113820935732,0.131898071652968,0.0353500062705713,0.173431050106134,17.3,321.867963139914,3559.02661132813,3559.02661132813,5.27485942385601,10.6241924444822,19.3824816300851,false,true,false,false,620,700,800,940,1110,1340,1610,1920,2160,2390,2720,3090,3220,3360,3500,"Mediterranean Forests, Woodlands & Scrub",Afrotropic,1,7.431,0.784,0.268,16.7310084519252,7.32626181184219,26.7298629901779,691.338013446383,17.7598343393495,117.325548090951,255,254,302,207,3316.5845189367,17.3627826594028,51.4471149082786,4502.13905993373,16.100606287149,49.26318823419,4528.63409143183,14.5660569263241,48.7771803534584,4169.40669788294,11.3071870426935,36.3632155849637,0.0398330043051012,0.125995692798661,0.117075661780415,0.11243453256265,-33.97
Caracas,3103791,32926.5808312397,,4.97,18.51,13.54,38.1,0.139592540407124,6.59628408563723e-05,0.0800701550437039,0.000468864792149824,0.174118456621215,6.59628408563723e-05,0.0329564832566429,0.572661574197451,880.497615881193,655,0.0,1585,286.069390842173,1463,495.943820878193,1463,0.015669711542684,0.00328597443796786,0.0218208168142584,0.000355810460987467,0.048700537292896,0.000364071899272264,21,587.297935959616,2717.15087890625,2717.15087890625,14.4914247372575,21.4999060095184,38.8587532105307,false,true,true,false,690,960,1320,1660,2060,2340,2580,2690,2770,2820,2860,2930,2980,3100,3310,Deserts & Xeric Shrublands,Neotropic,2,7.03,0.749,0.349,20.4878653462771,13.2309458073805,26.9847971233598,956.7337184242,15.348611849899,145.886931602852,429,584,615,398,4253.84609879668,20.313368278713,103.091259104804,6242.70252337096,19.5197407282571,104.582949490547,6635.66163624712,17.9356578676229,100.523524030386,6200.32921062011,16.2167726280095,95.97393086061,0.992822282544426,0.764676833292071,0.553075467913939,0.368815882750123,10.49
Casablanca,3988346,39312.1245572396,,1.23,19.11,17.88,29.18,3.52233005310015e-05,0.336065026909221,0.0228271850947147,0.000845359212744037,0.0073360465864754,0.00463172588923639,0.0127368145373053,0.564759350266854,35.9532140681825,182,0.0,900,43.1430221926069,601,43.6308139187573,320,0.00995880135691468,0.428408358920672,0.013720810732095,0.449053211684619,0.0246333369458668,0.474213459487754,35.8,664.268434736595,8470.1962890625,8470.1962890625,15.9403458786283,17.6886566946158,23.4730492923417,false,true,true,true,620,780,970,1210,1500,1790,2110,2410,2680,2950,3040,3140,3180,3270,3480,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,6.854,0.632,0.359,17.6175169559249,7.08214718315659,28.1640552542143,416.873992440238,0.899396699851589,81.1888779838313,144,213,233,124,2477.43406718707,5.51500448808742,24.9610535603211,3721.61393003976,5.50961515823767,27.1632463791878,3746.90819772902,5.82166988899884,30.8874593627272,3462.08473826314,5.59885797729249,29.8608687818581,0.0,0.00102058828998076,0.000270633405503023,0.00040987708854412,33.6
Chandigarh,2179840,27537.8985912298,,4.9,19.49,14.59,54.85,0.0100764528499442,0.328347049552758,0.0178525135618095,0.000888224471214425,0.026288125060661,0.00250070482334459,0.00131952173692001,0.61267383716753,387.448096161447,252,713.242548406125,2926,567.667944734304,1829,455.399400716939,998,0.0466746784583414,0.601457774363472,0.055083570510884,0.652929285894414,0.0630888385464468,0.751083880883004,80.3,495.244911268101,3375.92211914063,3375.92211914063,32.5458484322961,31.5653723677754,27.186636431324,false,false,false,false,40,60,90,140,220,300,410,480,560,670,790,930,980,1050,1170,Deserts & Xeric Shrublands,Indomalayan,1,,,,24.1220588140097,6.86231410619459,39.8035748576193,968.483410795822,7.12352048628851,277.590207908416,397,366,498,265,4056.06565236576,8.88741637600575,45.9250256691816,5215.86358559658,9.42401376600184,47.9801292648891,5475.92997119888,9.93234329721819,48.9677917540974,5514.81193945016,10.447548609544,49.868551103979,0.0,0.0,0.0,0.0,30.73
Chengdu,9321712,132503.095183397,,,,,,0.000159060142356207,0.232706036439404,0.0035533695146388,0.001604358684639,0.0112065775255836,0.000802747102300455,0.00136506968958967,0.748602780901488,525.612675260418,122,877.860118175516,3383,604.53403706471,1402,550.789851086338,579,0.0572683488249979,0.508756026167181,0.103545882193333,0.628476702436606,0.161992480122405,0.732519985594719,46.2,437.938642127022,17592.806640625,17592.806640625,25.692793955311,37.4723878166281,50.7816685096013,false,false,false,false,770,920,1110,1330,1590,1910,2290,2640,2960,3400,3920,4060,4120,4270,4630,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,16.4385010433109,2.66967431827461,29.5109091709757,991.433288193401,7.13358927212683,245.339311649629,236,292,381,147,3148.23936093423,11.0218550319982,55.3357144829669,4861.79551098381,12.1896088415449,62.5916062100283,5036.66034274239,14.5529856872083,67.5297099757884,5173.5190745634,16.7211399509246,72.1100782006073,0.0,0.0,0.0,0.000819338031520259,30.67
